// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;width;height
editor-cliffmask141;64;60
editor-cliffmask142;48;60
editor-cliffmask143;64;60
editor-cliffmask144;62;50
editor-cliffmask145;64;50
editor-cliffmask146;62;50
editor-cliffmask147;64;50
editor-cliffmask148;62;60
editor-cliffmask149;64;60
editor-cliffmask15;64;60
editor-cliffmask150;62;60
editor-cliffmask151;64;60
editor-cliffmask152;62;50
editor-cliffmask153;64;50
editor-cliffmask154;62;50
editor-cliffmask155;64;50
editor-cliffmask156;62;62
editor-cliffmask157;64;62
editor-cliffmask158;62;62
editor-cliffmask159;64;62
editor-cliffmask16;62;50
editor-cliffmask160;58;62
editor-cliffmask161;64;62
editor-cliffmask162;58;62
editor-cliffmask163;64;62
editor-cliffmask164;58;62
editor-cliffmask165;64;62
editor-cliffmask166;58;62
editor-cliffmask167;64;62
editor-cliffmask168;58;62
editor-cliffmask169;64;62
editor-cliffmask17;64;50
editor-cliffmask170;58;62
editor-cliffmask171;64;62
editor-cliffmask172;58;62
editor-cliffmask173;64;62
editor-cliffmask174;58;62
editor-cliffmask175;64;62
editor-cliffmask176;62;50
editor-cliffmask177;64;50
editor-cliffmask178;62;50
editor-cliffmask179;64;50
editor-cliffmask18;62;50
editor-cliffmask180;62;60
editor-cliffmask181;64;60
editor-cliffmask182;62;60
editor-cliffmask183;64;60
editor-cliffmask184;62;50
editor-cliffmask185;64;50
editor-cliffmask186;62;50
editor-cliffmask187;64;50
editor-cliffmask188;62;62
editor-cliffmask189;64;62
editor-cliffmask19;64;50
editor-cliffmask190;62;62
editor-cliffmask191;64;62
editor-cliffmask192;56;62
editor-cliffmask193;64;62
editor-cliffmask194;56;62
editor-cliffmask195;64;62
editor-cliffmask196;56;62
editor-cliffmask197;64;62
editor-cliffmask198;56;62
editor-cliffmask199;64;62
editor-cliffmask2;48;46
editor-cliffmask20;62;60
editor-cliffmask200;56;62
editor-cliffmask201;64;62
editor-cliffmask202;56;62
editor-cliffmask203;64;62
editor-cliffmask204;56;62
editor-cliffmask205;64;62
editor-cliffmask206;56;62
editor-cliffmask207;64;62
editor-cliffmask208;62;62
editor-cliffmask209;64;62
editor-cliffmask21;64;60
editor-cliffmask210;62;62
editor-cliffmask211;64;62
editor-cliffmask212;62;62
editor-cliffmask213;64;62
editor-cliffmask214;62;62
editor-cliffmask215;64;62
editor-cliffmask216;62;62
editor-cliffmask217;64;62
editor-cliffmask218;62;62
editor-cliffmask219;64;62
editor-cliffmask22;62;60
editor-cliffmask220;62;62
editor-cliffmask221;64;62
editor-cliffmask222;62;62
editor-cliffmask223;64;62
editor-cliffmask224;56;62
editor-cliffmask225;64;62
editor-cliffmask226;56;62
editor-cliffmask227;64;62
editor-cliffmask228;56;62
editor-cliffmask229;64;62
editor-cliffmask23;64;60
editor-cliffmask230;56;62
editor-cliffmask231;64;62
editor-cliffmask232;56;62
editor-cliffmask233;64;62
editor-cliffmask234;56;62
editor-cliffmask235;64;62
editor-cliffmask236;56;62
editor-cliffmask237;64;62
editor-cliffmask238;56;62
editor-cliffmask239;64;62
editor-cliffmask24;62;50
editor-cliffmask240;62;62
editor-cliffmask241;64;62
editor-cliffmask242;62;62
editor-cliffmask243;64;62
editor-cliffmask244;62;62
editor-cliffmask245;64;62
editor-cliffmask246;62;62
editor-cliffmask247;64;62
editor-cliffmask248;62;62
editor-cliffmask249;64;62
editor-cliffmask25;64;50
editor-cliffmask250;62;62
editor-cliffmask251;64;62
editor-cliffmask252;62;62
editor-cliffmask253;64;62
editor-cliffmask254;62;62
editor-cliffmask255;64;62
editor-cliffmask26;62;50
editor-cliffmask27;64;50
editor-cliffmask28;62;62
editor-cliffmask29;64;62
editor-cliffmask3;64;50
editor-cliffmask30;62;62
editor-cliffmask31;64;62
editor-cliffmask32;58;62
editor-cliffmask33;64;62
editor-cliffmask34;58;62
editor-cliffmask35;64;62
editor-cliffmask36;58;62
editor-cliffmask37;64;62
editor-cliffmask38;58;62
editor-cliffmask39;64;62
editor-cliffmask4;48;60
editor-cliffmask40;58;62
editor-cliffmask41;64;62
editor-cliffmask42;58;62
editor-cliffmask43;64;62
editor-cliffmask44;58;62
editor-cliffmask45;64;62
editor-cliffmask46;58;62
editor-cliffmask47;64;62
editor-cliffmask48;62;50
editor-cliffmask49;64;50
editor-cliffmask5;64;60
editor-cliffmask50;62;50
editor-cliffmask51;64;50
editor-cliffmask52;62;60
editor-cliffmask53;64;60
editor-cliffmask54;62;60
editor-cliffmask55;64;60
editor-cliffmask56;62;50
editor-cliffmask57;64;50
editor-cliffmask58;62;50
editor-cliffmask59;64;50
editor-cliffmask6;48;60
editor-cliffmask60;62;62
editor-cliffmask61;64;62
editor-cliffmask62;62;62
editor-cliffmask63;64;62
editor-cliffmask64;48;52
editor-cliffmask65;64;52
editor-cliffmask66;48;52
editor-cliffmask67;64;52
editor-cliffmask68;48;60
editor-cliffmask69;64;60
editor-cliffmask7;64;60
editor-cliffmask70;48;60
editor-cliffmask71;64;60
editor-cliffmask72;48;62
editor-cliffmask73;64;62
editor-cliffmask74;48;62
editor-cliffmask75;64;62
editor-cliffmask76;48;60
editor-cliffmask77;64;60
editor-cliffmask78;48;60
editor-cliffmask79;64;60
editor-cliffmask8;46;62
editor-cliffmask80;62;52
editor-cliffmask81;64;52
editor-cliffmask82;62;52
editor-cliffmask83;64;52
editor-cliffmask84;62;60
editor-cliffmask85;64;60
editor-cliffmask86;62;60
editor-cliffmask87;64;60
editor-cliffmask88;62;52
editor-cliffmask89;64;52
editor-cliffmask9;64;62
editor-cliffmask90;62;52
editor-cliffmask91;64;52
editor-cliffmask92;62;62
editor-cliffmask93;64;62
editor-cliffmask94;62;62
editor-cliffmask95;64;62
editor-cliffmask96;48;52
editor-cliffmask97;64;52
editor-cliffmask98;48;52
editor-cliffmask99;64;52
editor-core-zone;32;32
editor-crater-stone1;32;32
editor-crater-stone2;32;32
editor-crater-stone3;32;32
editor-crystal-blocks1;122;132
editor-crystal-blocks2;127;111
editor-crystal-blocks3;91;108
editor-crystal-cluster1;206;196
editor-crystal-cluster2;138;124
editor-crystal-cluster3;138;118
editor-crystal-floor1;32;32
editor-crystal-floor2;32;32
editor-crystal-floor3;32;32
editor-crystal-floor4;32;32
editor-crystal-orbs1;111;121
editor-crystal-orbs2;119;128
editor-crystal-orbs3;108;115
editor-crystalline-boulder1;46;48
editor-crystalline-boulder2;46;48
editor-crystalline-stone-wall1;32;32
editor-crystalline-stone-wall2;32;32
editor-crystalline-stone-wall3;32;32
editor-crystalline-stone-wall4;32;32
editor-crystalline-stone1;32;32
editor-crystalline-stone2;32;32
editor-crystalline-stone3;32;32
editor-crystalline-stone4;32;32
editor-crystalline-stone5;32;32
editor-crystalline-vent1;96;96
editor-crystalline-vent2;94;96
editor-dacite-boulder1;46;46
editor-dacite-boulder2;46;46
editor-dacite-wall1;32;32
editor-dacite-wall2;32;32
editor-dacite1;32;32
editor-dacite2;32;32
editor-dacite3;32;32
editor-dark-metal1;32;32
editor-dark-metal2;32;32
editor-dark-panel-1;32;32
editor-dark-panel-2;32;32
editor-dark-panel-3;32;32
editor-dark-panel-4;32;32
editor-dark-panel-5;32;32
editor-dark-panel-6;32;32
editor-darksand-tainted-water1;32;32
editor-darksand-tainted-water2;32;32
editor-darksand-tainted-water3;32;32
editor-darksand-water1;32;32
editor-darksand-water2;32;32
editor-darksand-water3;32;32
editor-darksand1;32;32
editor-darksand2;32;32
editor-darksand3;32;32
editor-deep-tainted-water;32;32
editor-deep-water;32;32
editor-dense-red-stone1;32;32
editor-dense-red-stone2;32;32
editor-dense-red-stone3;32;32
editor-dense-red-stone4;32;32
editor-dirt-wall1;32;32
editor-dirt-wall2;32;32
editor-dirt1;32;32
editor-dirt2;32;32
editor-dirt3;32;32
editor-dune-wall1;32;32
editor-dune-wall2;32;32
editor-empty;32;32
editor-ferric-boulder1;32;32
editor-ferric-boulder2;32;32
editor-ferric-craters1;32;32
editor-ferric-craters2;32;32
editor-ferric-craters3;32;32
editor-ferric-stone-wall1;32;32
editor-ferric-stone-wall2;32;32
editor-ferric-stone1;32;32
editor-ferric-stone2;32;32
editor-ferric-stone3;32;32
editor-graphitic-wall1;32;32
editor-graphitic-wall2;32;32
editor-graphitic-wall3;32;32
editor-grass1;32;32
editor-grass2;32;32
editor-grass3;32;32
editor-hotrock1;32;32
editor-hotrock2;32;32
editor-hotrock3;32;32
editor-ice-snow1;32;32
editor-ice-snow2;32;32
editor-ice-snow3;32;32
editor-ice-wall1;32;32
editor-ice-wall2;32;32
editor-ice1;32;32
editor-ice2;32;32
editor-ice3;32;32
editor-magmarock1;32;32
editor-magmarock2;32;32
editor-magmarock3;32;32
editor-metal-floor;32;32
editor-metal-floor-2;32;32
editor-metal-floor-3;32;32
editor-metal-floor-4;32;32
editor-metal-floor-5;32;32
editor-metal-floor-damaged1;32;32
editor-metal-floor-damaged2;32;32
editor-metal-floor-damaged3;32;32
editor-molten-slag;32;32
editor-moss1;32;32
editor-moss2;32;32
editor-moss3;32;32
editor-mud1;32;32
editor-mud2;32;32
editor-mud3;32;32
editor-ore-beryllium1;30;28
editor-ore-beryllium2;32;32
editor-ore-beryllium3;32;32
editor-ore-coal1;32;32
editor-ore-coal2;32;32
editor-ore-coal3;32;32
editor-ore-copper1;32;32
editor-ore-copper2;32;32
editor-ore-copper3;32;32
editor-ore-crystal-thorium1;16;22
editor-ore-crystal-thorium2;32;32
editor-ore-crystal-thorium3;32;32
editor-ore-lead1;32;32
editor-ore-lead2;32;32
editor-ore-lead3;32;32
editor-ore-scrap1;26;32
editor-ore-scrap2;32;32
editor-ore-scrap3;26;32
editor-ore-thorium1;32;32
editor-ore-thorium2;32;32
editor-ore-thorium3;32;32
editor-ore-titanium1;32;32
editor-ore-titanium2;32;32
editor-ore-titanium3;26;32
editor-ore-tungsten1;30;32
editor-ore-tungsten2;22;30
editor-ore-tungsten3;28;32
editor-ore-wall-beryllium1;28;32
editor-ore-wall-beryllium2;24;26
editor-ore-wall-beryllium3;26;30
editor-ore-wall-thorium1;26;26
editor-ore-wall-thorium2;30;30
editor-ore-wall-thorium3;26;32
editor-ore-wall-tungsten1;32;32
editor-ore-wall-tungsten2;30;32
editor-ore-wall-tungsten3;28;32
editor-pebbles1;26;26
editor-pebbles2;26;28
editor-pebbles3;28;26
editor-pooled-cryofluid;32;32
editor-red-diamond-wall1;54;54
editor-red-diamond-wall2;54;54
editor-red-diamond-wall3;58;54
editor-red-ice-boulder1;46;46
editor-red-ice-boulder2;46;46
editor-red-ice-boulder3;46;48
editor-red-ice-wall1;32;32
editor-red-ice-wall2;32;32
editor-red-ice1;32;32
editor-red-ice2;32;32
editor-red-ice3;32;32
editor-red-stone-boulder1;46;46
editor-red-stone-boulder2;34;46
editor-red-stone-boulder3;46;42
editor-red-stone-boulder4;44;46
editor-red-stone-vent1;96;96
editor-red-stone-vent2;94;96
editor-red-stone-wall1;32;32
editor-red-stone-wall2;32;32
editor-red-stone1;32;32
editor-red-stone2;32;32
editor-red-stone3;32;32
editor-red-stone4;32;32
editor-redmat1;32;32
editor-redmat2;32;32
editor-redmat3;32;32
editor-redweed1;28;50
editor-redweed2;24;48
editor-redweed3;40;46
editor-regolith-wall1;32;32
editor-regolith-wall2;32;32
editor-regolith1;32;32
editor-regolith2;32;32
editor-regolith3;32;32
editor-rhyolite-boulder1;38;42
editor-rhyolite-boulder2;40;40
editor-rhyolite-boulder3;40;40
editor-rhyolite-crater1;32;32
editor-rhyolite-crater2;32;32
editor-rhyolite-crater3;32;32
editor-rhyolite-vent1;96;96
editor-rhyolite-vent2;96;94
editor-rhyolite-wall1;32;32
editor-rhyolite-wall2;32;32
editor-rhyolite1;32;32
editor-rhyolite2;32;32
editor-rhyolite3;32;32
editor-rough-rhyolite1;32;32
editor-rough-rhyolite2;32;32
editor-rough-rhyolite3;32;32
editor-salt;32;32
editor-salt-wall1;32;32
editor-salt-wall2;32;32
editor-sand-boulder1;32;32
editor-sand-boulder2;32;32
editor-sand-floor1;32;32
editor-sand-floor2;32;32
editor-sand-floor3;32;32
editor-sand-wall1;32;32
editor-sand-wall2;32;32
editor-sand-water1;32;32
editor-sand-water2;32;32
editor-sand-water3;32;32
editor-scrap-wall-huge1;96;96
editor-scrap-wall-huge2;96;96
editor-scrap-wall-huge3;96;96
editor-scrap-wall-large1;64;64
editor-scrap-wall-large2;64;64
editor-scrap-wall-large3;64;64
editor-scrap-wall-large4;64;64
editor-scrap-wall1;32;32
editor-scrap-wall2;32;32
editor-scrap-wall3;32;32
editor-scrap-wall4;32;32
editor-scrap-wall5;32;32
editor-shale-boulder1;32;32
editor-shale-boulder2;32;32
editor-shale-wall1;32;32
editor-shale-wall2;32;32
editor-shale1;32;32
editor-shale2;32;32
editor-shale3;32;32
editor-shallow-water;32;32
editor-shrubs1;32;32
editor-shrubs2;32;32
editor-snow-boulder1;46;46
editor-snow-boulder2;46;46
editor-snow-wall1;32;32
editor-snow-wall2;32;32
editor-snow1;32;32
editor-snow2;32;32
editor-snow3;32;32
editor-space;32;32
editor-spawn;26;32
editor-spore-cluster1;26;26
editor-spore-cluster2;26;34
editor-spore-cluster3;26;26
editor-spore-moss1;32;32
editor-spore-moss2;32;32
editor-spore-moss3;32;32
editor-spore-wall1;32;32
editor-spore-wall2;32;32
editor-stone-wall1;32;32
editor-stone-wall2;32;32
editor-stone1;32;32
editor-stone2;32;32
editor-stone3;32;32
editor-tainted-water;32;32
editor-tar;32;32
editor-tendrils1;32;30
editor-tendrils2;32;32
editor-tendrils3;32;32
editor-vibrant-crystal-cluster1;119;130
editor-vibrant-crystal-cluster2;161;155
editor-vibrant-crystal-cluster3;193;173
editor-yellow-stone-boulder1;46;48
editor-yellow-stone-boulder2;46;48
editor-yellow-stone-plates1;32;32
editor-yellow-stone-plates2;32;32
editor-yellow-stone-plates3;32;32
editor-yellow-stone-vent1;94;96
editor-yellow-stone-vent2;96;94
editor-yellow-stone-wall1;32;32
editor-yellow-stone-wall2;32;32
editor-yellow-stone1;32;32
editor-yellow-stone2;32;32
editor-yellow-stone3;32;32
electric-heater;64;64
electric-heater-heat;64;64
electric-heater-icon-editor;64;64
electric-heater-icon-logic;64;64
electric-heater-top1;64;48
electric-heater-top2;64;48
electrified-icon-logic;22;36
electrolyzer;96;96
electrolyzer-bottom;96;96
electrolyzer-glow;64;64
electrolyzer-hydrogen-output1;96;82
electrolyzer-hydrogen-output2;96;82
electrolyzer-icon-editor;96;96
electrolyzer-icon-logic;96;96
electrolyzer-ozone-output1;96;82
electrolyzer-ozone-output2;96;82
elude;52;58
elude-cell;34;50
elude-icon-logic;52;58
elude-weapon;17;31
elude-wreck0;52;58
elude-wreck1;52;54
elude-wreck2;52;56
emanate;78;82
emanate-cell;46;42
emanate-icon-logic;62;64
emanate-wreck0;58;82
emanate-wreck1;78;78
emanate-wreck2;78;80
emp-cannon-mount;70;110
emp-cannon-mount-heat;38;104
empty;32;32
empty-edge;96;96
empty-icon-editor;32;32
env-error;32;32
error;48;48
eruption-drill;160;160
eruption-drill-arrow;54;54
eruption-drill-arrow-blur;64;64
eruption-drill-glow;86;86
eruption-drill-icon-editor;160;160
eruption-drill-icon-logic;96;96
eruption-drill-item;16;16
eruption-drill-top;108;108
evoke;54;54
evoke-cell;16;52
evoke-icon-logic;54;54
evoke-wreck0;44;50
evoke-wreck1;54;52
evoke-wreck2;52;48
exponential-reconstructor;224;224
exponential-reconstructor-icon-editor;224;224
exponential-reconstructor-icon-logic;96;96
exponential-reconstructor-top;224;224
factory-in-3;96;88
factory-in-3-dark;96;88
factory-in-5;160;148
factory-in-5-dark;160;148
factory-in-7;224;206
factory-in-9;288;264
factory-out-3;96;88
factory-out-3-dark;96;88
factory-out-5;160;148
factory-out-5-dark;160;148
factory-out-7;224;206
factory-out-9;288;264
factory-top-3;96;96
factory-top-5;160;160
fast-icon-logic;24;36
ferric-boulder-icon-editor;32;32
ferric-boulder1;32;32
ferric-boulder2;32;32
ferric-craters-icon-editor;32;32
ferric-craters1;32;32
ferric-craters2;32;32
ferric-craters3;32;32
ferric-stone-edge;96;96
ferric-stone-icon-editor;32;32
ferric-stone-wall-icon-editor;32;32
ferric-stone-wall-large;64;64
ferric-stone-wall1;32;32
ferric-stone-wall2;32;32
ferric-stone1;32;32
ferric-stone2;32;32
ferric-stone3;32;32
ferric-stone4;32;32
fire0;78;62
fire1;80;62
fire10;72;64
fire11;74;66
fire12;74;66
fire13;76;66
fire14;76;66
fire15;76;66
fire16;76;66
fire17;76;66
fire18;76;50
fire19;76;52
fire2;80;64
fire20;78;52
fire21;78;54
fire22;78;56
fire23;78;58
fire24;78;60
fire25;78;60
fire26;78;60
fire27;80;60
fire28;80;60
fire29;80;60
fire3;76;64
fire30;80;60
fire31;78;60
fire32;78;60
fire33;78;60
fire34;76;60
fire35;78;60
fire36;78;60
fire37;78;60
fire38;78;62
fire39;78;62
fire4;70;64
fire5;70;64
fire6;70;64
fire7;72;64
fire8;70;64
fire9;70;64
fissile-matter-icon-logic;32;32
flamethrower;24;50
flamethrower-outline;30;56
flare;48;48
flare-icon-logic;48;48
flare-wreck0;46;46
flare-wreck1;48;48
flare-wreck2;46;46
flat-down-base;36;27
fluid;32;32
fluid-gas-0;32;32
fluid-gas-1;32;32
fluid-gas-10;32;32
fluid-gas-11;32;32
fluid-gas-12;32;32
fluid-gas-13;32;32
fluid-gas-14;32;32
fluid-gas-15;32;32
fluid-gas-16;32;32
fluid-gas-17;32;32
fluid-gas-18;32;32
fluid-gas-19;32;32
fluid-gas-2;32;32
fluid-gas-20;32;32
fluid-gas-21;32;32
fluid-gas-22;32;32
fluid-gas-23;32;32
fluid-gas-24;32;32
fluid-gas-25;32;32
fluid-gas-26;32;32
fluid-gas-27;32;32
fluid-gas-28;32;32
fluid-gas-29;32;32
fluid-gas-3;32;32
fluid-gas-30;32;32
fluid-gas-31;32;32
fluid-gas-32;32;32
fluid-gas-33;32;32
fluid-gas-34;32;32
fluid-gas-35;32;32
fluid-gas-36;32;32
fluid-gas-37;32;32
fluid-gas-38;32;32
fluid-gas-39;32;32
fluid-gas-4;32;32
fluid-gas-40;32;32
fluid-gas-41;32;32
fluid-gas-42;32;32
fluid-gas-43;32;32
fluid-gas-44;32;32
fluid-gas-45;32;32
fluid-gas-46;32;32
fluid-gas-47;32;32
fluid-gas-48;32;32
fluid-gas-49;32;32
fluid-gas-5;32;32
fluid-gas-6;32;32
fluid-gas-7;32;32
fluid-gas-8;32;32
fluid-gas-9;32;32
fluid-liquid-0;32;32
fluid-liquid-1;32;32
fluid-liquid-10;32;32
fluid-liquid-11;32;32
fluid-liquid-12;32;32
fluid-liquid-13;32;32
fluid-liquid-14;32;32
fluid-liquid-15;32;32
fluid-liquid-16;32;32
fluid-liquid-17;32;32
fluid-liquid-18;32;32
fluid-liquid-19;32;32
fluid-liquid-2;32;32
fluid-liquid-20;32;32
fluid-liquid-21;32;32
fluid-liquid-22;32;32
fluid-liquid-23;32;32
fluid-liquid-24;32;32
fluid-liquid-25;32;32
fluid-liquid-26;32;32
fluid-liquid-27;32;32
fluid-liquid-28;32;32
fluid-liquid-29;32;32
fluid-liquid-3;32;32
fluid-liquid-30;32;32
fluid-liquid-31;32;32
fluid-liquid-32;32;32
fluid-liquid-33;32;32
fluid-liquid-34;32;32
fluid-liquid-35;32;32
fluid-liquid-36;32;32
fluid-liquid-37;32;32
fluid-liquid-38;32;32
fluid-liquid-39;32;32
fluid-liquid-4;32;32
fluid-liquid-40;32;32
fluid-liquid-41;32;32
fluid-liquid-42;32;32
fluid-liquid-43;32;32
fluid-liquid-44;32;32
fluid-liquid-45;32;32
fluid-liquid-46;32;32
fluid-liquid-47;32;32
fluid-liquid-48;32;32
fluid-liquid-49;32;32
fluid-liquid-5;32;32
fluid-liquid-6;32;32
fluid-liquid-7;32;32
fluid-liquid-8;32;32
fluid-liquid-9;32;32
flux-reactor;160;160
flux-reactor-bottom;160;160
flux-reactor-heat;160;160
flux-reactor-icon-editor;160;160
flux-reactor-icon-logic;96;96
flux-reactor-lights;126;126
flux-reactor-mid;96;96
flux-reactor-ventglow;146;146
force-projector;96;96
force-projector-icon-editor;96;96
force-projector-icon-logic;96;96
force-projector-team;96;96
force-projector-team-crux;96;96
force-projector-team-malis;96;96
force-projector-team-sharded;96;96
force-projector-top;50;50
foreshadow;128;130
foreshadow-heat;38;120
foreshadow-icon-editor;128;128
foreshadow-icon-logic;96;96
fortress;78;64
fortress-base;54;44
fortress-cell;32;60
fortress-icon-logic;64;44
fortress-leg;78;60
fortress-wreck0;96;64
fortress-wreck1;96;60
fortress-wreck2;76;60
freezing-icon-logic;30;36
fuse;98;98
fuse-heat;40;90
fuse-icon-editor;96;96
fuse-icon-logic;96;96
gallium-icon-logic;24;32
gamma;62;62
gamma-cell;26;50
gamma-icon-logic;62;60
gamma-wreck0;62;62
gamma-wreck1;62;56
gamma-wreck2;54;62
glowblob1;64;64
graphite-icon-logic;26;26
graphite-press;64;64
graphite-press-icon-editor;64;64
graphite-press-icon-logic;64;64
graphitic-wall-icon-editor;32;32
graphitic-wall-large;64;64
graphitic-wall1;32;32
graphitic-wall2;32;32
graphitic-wall3;32;32
grass-edge;96;96
grass-icon-editor;32;32
grass1;32;32
grass2;32;32
grass3;32;32
ground-factory;96;96
ground-factory-icon-editor;96;96
ground-factory-icon-logic;96;96
hail;34;34
hail-heat;12;26
hail-icon-editor;32;32
hail-icon-logic;32;32
hcircle;201;201
heal-shotgun-weapon;26;44
heal-shotgun-weapon-outline;32;50
heal-weapon;18;34
heal-weapon-mount;16;32
heal-weapon-outline;24;40
heat-reactor;96;96
heat-reactor-glow;66;66
heat-reactor-heat;96;96
heat-reactor-icon-editor;96;96
heat-reactor-icon-logic;96;96
heat-reactor-top1;96;88
heat-reactor-top2;96;88
heat-redirector;96;96
heat-redirector-glow;74;74
heat-redirector-heat;96;96
heat-redirector-icon-editor;96;96
heat-redirector-icon-logic;96;96
heat-redirector-top1;96;96
heat-redirector-top2;96;96
heat-router;96;96
heat-router-glow;54;54
heat-router-heat;96;96
heat-router-icon-editor;96;96
heat-router-icon-logic;96;96
heat-router-top1;96;96
heat-router-top2;96;96
heat-source;32;32
heat-source-heat;32;32
heat-source-icon-editor;32;32
heat-source-icon-logic;32;32
heat-source-top1;32;22
heat-source-top2;32;22
horizon;72;64
horizon-cell;18;46
horizon-icon-logic;64;60
horizon-wreck0;72;64
horizon-wreck1;56;54
horizon-wreck2;70;64
hotrock-icon-editor;32;32
hotrock1;32;32
hotrock2;32;32
hotrock3;32;32
hydrogen-icon-logic;28;30
hyper-processor;96;96
hyper-processor-icon-editor;96;96
hyper-processor-icon-logic;96;96
ice-edge;96;96
ice-icon-editor;32;32
ice-snow-edge;96;96
ice-snow-icon-editor;32;32
ice-snow1;32;32
ice-snow2;32;32
ice-snow3;32;32
ice-wall-icon-editor;32;32
ice-wall-large;64;64
ice-wall1;32;32
ice-wall2;32;32
ice1;32;32
ice2;32;32
ice3;32;32
illuminator;32;32
illuminator-icon-editor;32;32
illuminator-icon-logic;32;32
illuminator-top;18;18
impact-drill;128;128
impact-drill-arrow;56;56
impact-drill-arrow-blur;78;78
impact-drill-icon-editor;128;128
impact-drill-icon-logic;96;96
impact-drill-item;16;16
impact-drill-top;108;108
impact-drill-top-invert;108;108
impact-reactor;128;128
impact-reactor-bottom;128;128
impact-reactor-icon-editor;128;128
impact-reactor-icon-logic;96;96
impact-reactor-light;18;18
impact-reactor-plasma-0;98;98
impact-reactor-plasma-1;82;82
impact-reactor-plasma-2;90;90
impact-reactor-plasma-3;90;90
impulse-pump;96;96
impulse-pump-icon-editor;96;96
impulse-pump-icon-logic;96;96
impulse-pump-liquid;10;10
incinerator;32;32
incinerator-icon-editor;32;32
incinerator-icon-logic;32;32
incite;56;66
incite-cell;34;46
incite-icon-logic;52;64
incite-weapon;16;45
incite-wreck0;56;62
incite-wreck1;56;64
incite-wreck2;56;72
info-banner;84;45
interplanetary-accelerator;224;224
interplanetary-accelerator-icon-editor;224;224
inventory;24;40
inverted-sorter;32;32
inverted-sorter-icon-editor;32;32
inverted-sorter-icon-logic;32;32
item-beryllium;32;32
item-beryllium-ui;32;32
item-blast-compound;26;26
item-blast-compound-ui;26;26
item-carbide;32;30
item-carbide-ui;32;30
item-coal;26;26
item-coal-ui;26;26
item-copper;30;30
item-copper-ui;30;30
item-dormant-cyst;28;28
item-dormant-cyst-ui;28;28
item-fissile-matter;32;32
item-fissile-matter-ui;32;32
item-graphite;26;26
item-graphite-ui;26;26
item-lead;30;30
item-lead-ui;30;30
item-metaglass;32;32
item-metaglass-ui;32;32
item-oxide;28;26
item-oxide-ui;28;26
item-phase-fabric;28;30
item-phase-fabric-ui;28;30
item-plastanium;26;30
item-plastanium-ui;26;30
item-pyratite;26;26
item-pyratite-ui;26;26
item-sand;26;26
item-sand-ui;26;26
item-scrap;28;26
item-scrap-ui;28;26
item-silicon;26;26
item-silicon-ui;26;26
item-source;32;32
item-source-icon-editor;32;32
item-source-icon-logic;32;32
item-spore-pod;26;26
item-spore-pod-ui;26;26
item-surge-alloy;32;32
item-surge-alloy-ui;32;32
item-thorium;30;28
item-thorium-ui;30;28
item-titanium;32;32
item-titanium-ui;32;32
item-tungsten;26;32
item-tungsten-ui;26;32
item-void;32;32
item-void-icon-editor;32;32
item-void-icon-logic;32;32
junction;32;32
junction-icon-editor;32;32
junction-icon-logic;32;32
kiln;64;64
kiln-icon-editor;64;64
kiln-icon-logic;64;64
kiln-top;18;18
lancer;60;66
lancer-heat;18;56
lancer-icon-editor;64;64
lancer-icon-logic;64;64
large-artillery;46;66
large-bomb;100;100
large-bomb-back;100;100
large-bullet-mount;30;79
large-constructor;160;160
large-constructor-icon-editor;160;160
large-constructor-icon-logic;96;96
large-constructor-top;160;160
large-laser-mount;76;132
large-logic-display;192;192
large-logic-display-icon-editor;192;192
large-logic-display-icon-logic;96;96
large-orb;80;80
large-orb-back;80;80
large-payload-mass-driver;162;160
large-payload-mass-driver-base;160;160
large-payload-mass-driver-cap;110;152
large-payload-mass-driver-cap-outline;118;160
large-payload-mass-driver-icon-editor;160;160
large-payload-mass-driver-icon-logic;96;96
large-payload-mass-driver-left;154;152
large-payload-mass-driver-left-outline;160;160
large-payload-mass-driver-right;154;152
large-payload-mass-driver-right-outline;160;160
large-payload-mass-driver-top;160;160
large-plasma-bore;96;96
large-plasma-bore-glow;96;92
large-plasma-bore-icon-editor;96;96
large-plasma-bore-icon-logic;96;96
large-plasma-bore-top;96;80
large-purple-mount;38;79
large-shield-projector;128;128
large-shield-projector-icon-editor;128;128
large-shield-projector-icon-logic;96;96
large-shield-projector-team;128;128
large-shield-projector-team-crux;128;128
large-shield-projector-team-malis;128;128
large-shield-projector-team-sharded;128;128
large-weapon;18;28
large-weapon-outline;24;34
laser;4;48
laser-drill;96;96
laser-drill-icon-editor;96;96
laser-drill-icon-logic;96;96
laser-drill-rotator;74;74
laser-drill-top;50;50
laser-end;72;72
laser-top;4;48
laser-top-end;72;72
laser-white;4;48
laser-white-end;72;72
latum;282;268
latum-icon-logic;64;62
latum-segment-outline0;208;274
latum-segment-outline1;288;134
latum-segment-outline2;256;232
latum-segment-outline3;196;274
latum-segment0;202;268
latum-segment1;282;128
latum-segment2;250;226
latum-segment3;190;268
latum-wreck0;262;256
latum-wreck1;282;268
latum-wreck2;246;268
launch-arrow;32;32
launch-pad;96;96
launch-pad-icon-editor;96;96
launch-pad-icon-logic;96;96
launch-pad-light;58;58
launchpod;64;64
lead-icon-logic;30;30
liquid-arkycite;28;32
liquid-arkycite-ui;28;32
liquid-container;64;64
liquid-container-bottom;64;64
liquid-container-icon-editor;64;64
